ad_id,latitude,longitude,bairro,cidade,geometry
52376744,-27.1252,-48.61831,Morretes,Itapema,POINT (-48.61831 -27.1252)
735647486124004932,-27.12539,-48.61968,Morretes,Itapema,POINT (-48.61968 -27.12539)
22280693,-27.08691,-48.61321,Alto São Bento,Itapema,POINT (-48.61321 -27.08691)
37183669,-27.08728,-48.61408,Alto São Bento,Itapema,POINT (-48.61408 -27.08728)
28410850,-27.09235,-48.61177,Centro,Itapema,POINT (-48.61177 -27.09235)
43441094,-27.0887,-48.60968,Centro,Itapema,POINT (-48.60968 -27.0887)
53216869,-27.08967,-48.60943,Centro,Itapema,POINT (-48.60943 -27.08967)
53815397,-27.08593,-48.61291,Alto São Bento,Itapema,POINT (-48.61291 -27.08593)
40486178,-27.08715,-48.61395,Alto São Bento,Itapema,POINT (-48.61395 -27.08715)
748470108899494566,-27.08741,-48.61393,Alto São Bento,Itapema,POINT (-48.61393 -27.08741)
754165491472296852,-27.0879,-48.61506,Casa Branca,Itapema,POINT (-48.61506 -27.0879)
31682871,-27.09007,-48.61261,Centro,Itapema,POINT (-48.61261 -27.09007)
47782979,-27.08978,-48.60731,Canto da Praia,Itapema,POINT (-48.60731 -27.08978)
39837003,-27.08941,-48.61471,Casa Branca,Itapema,POINT (-48.61471 -27.08941)
32035183,-27.088476,-48.610603,Centro,Itapema,POINT (-48.610603 -27.088476)
54067163,-27.08956,-48.60653,Canto da Praia,Itapema,POINT (-48.60653 -27.08956)
21045150,-27.09315,-48.61401,Centro,Itapema,POINT (-48.61401 -27.09315)
32970957,-27.08853,-48.61303,Casa Branca,Itapema,POINT (-48.61303 -27.08853)
734991572208138176,-27.0935,-48.61484,Centro,Itapema,POINT (-48.61484 -27.0935)
52561690,-27.09225,-48.61191,Centro,Itapema,POINT (-48.61191 -27.09225)
52052904,-27.08526,-48.61122,Alto São Bento,Itapema,POINT (-48.61122 -27.08526)
610155932497817911,-27.089041,-48.609604,Canto da Praia,Itapema,POINT (-48.609604 -27.089041)
747912914608461204,-27.0929,-48.61472,Centro,Itapema,POINT (-48.61472 -27.0929)
16270332,-27.09098,-48.60949,Centro,Itapema,POINT (-48.60949 -27.09098)
18287935,-27.09159,-48.6131,Centro,Itapema,POINT (-48.6131 -27.09159)
753518430982314734,-27.09022,-48.61295,Centro,Itapema,POINT (-48.61295 -27.09022)
766429111795213657,-27.08794928003043,-48.61325405538082,Casa Branca,Itapema,POINT (-48.61325405538082 -27.08794928003043)
46327364,-27.0871,-48.61453,Alto São Bento,Itapema,POINT (-48.61453 -27.0871)
53656846,-27.08752,-48.61231,Alto São Bento,Itapema,POINT (-48.61231 -27.08752)
53724508,-27.08861,-48.61271,Alto São Bento,Itapema,POINT (-48.61271 -27.08861)
30755946,-27.08986,-48.61486,Alto São Bento,Itapema,POINT (-48.61486 -27.08986)
29927656,-27.09071,-48.60996,Centro,Itapema,POINT (-48.60996 -27.09071)
31204438,-27.08908,-48.61446,Casa Branca,Itapema,POINT (-48.61446 -27.08908)
53972542,-27.09064,-48.60894,Centro,Itapema,POINT (-48.60894 -27.09064)
27910707,-27.09154,-48.60982,Centro,Itapema,POINT (-48.60982 -27.09154)
53986731,-27.09356,-48.61214,Centro,Itapema,POINT (-48.61214 -27.09356)
53040464,-27.08711,-48.61508,Alto São Bento,Itapema,POINT (-48.61508 -27.08711)
23263225,-27.08956,-48.61459,Casa Branca,Itapema,POINT (-48.61459 -27.08956)
54004838,-27.08713,-48.61403,Alto São Bento,Itapema,POINT (-48.61403 -27.08713)
41340678,-27.08795717243948,-48.613193777771,Casa Branca,Itapema,POINT (-48.613193777771 -27.08795717243948)
52582961,-27.09276,-48.61072,Centro,Itapema,POINT (-48.61072 -27.09276)
31308787,-27.09384,-48.61082,Centro,Itapema,POINT (-48.61082 -27.09384)
4758094,-27.09084,-48.60838,Centro,Itapema,POINT (-48.60838 -27.09084)
739119927990563923,-27.08798062621588,-48.61308675259352,Alto São Bento,Itapema,POINT (-48.61308675259352 -27.08798062621588)
31454750,-27.09225,-48.60862,Centro,Itapema,POINT (-48.60862 -27.09225)
48600810,-27.092176,-48.613792,Centro,Itapema,POINT (-48.613792 -27.092176)
771054676372745506,-27.09362619701987,-48.61348805396729,Centro,Itapema,POINT (-48.61348805396729 -27.09362619701987)
760947613603556887,-27.08713,-48.6139,Alto São Bento,Itapema,POINT (-48.6139 -27.08713)
35912949,-27.08959,-48.61008,Centro,Itapema,POINT (-48.61008 -27.08959)
31434536,-27.09158,-48.61303,Centro,Itapema,POINT (-48.61303 -27.09158)
745721701947116393,-27.08805764681668,-48.61502565443516,Casa Branca,Itapema,POINT (-48.61502565443516 -27.08805764681668)
38699498,-27.09114,-48.61475,Centro,Itapema,POINT (-48.61475 -27.09114)
37363818,-27.09163,-48.60545,Canto da Praia,Itapema,POINT (-48.60545 -27.09163)
46940475,-27.092176,-48.613792,Centro,Itapema,POINT (-48.613792 -27.092176)
52358821,-27.09152,-48.6054,Canto da Praia,Itapema,POINT (-48.6054 -27.09152)
17096490,-27.0929134,-48.6132024,Centro,Itapema,POINT (-48.6132024 -27.0929134)
46371848,-27.08809,-48.61409,Casa Branca,Itapema,POINT (-48.61409 -27.08809)
747627607859155228,-27.08856,-48.61526,Casa Branca,Itapema,POINT (-48.61526 -27.08856)
16675568,-27.08927,-48.60591,Canto da Praia,Itapema,POINT (-48.60591 -27.08927)
35767789,-27.08747,-48.61381,Alto São Bento,Itapema,POINT (-48.61381 -27.08747)
37417268,-27.09037,-48.61484,Centro,Itapema,POINT (-48.61484 -27.09037)
53865372,-27.08915,-48.6106,Centro,Itapema,POINT (-48.6106 -27.08915)
41256358,-27.08912,-48.60715,Canto da Praia,Itapema,POINT (-48.60715 -27.08912)
22335276,-27.08961,-48.60606,Canto da Praia,Itapema,POINT (-48.60606 -27.08961)
35678368,-27.08979,-48.60766,Canto da Praia,Itapema,POINT (-48.60766 -27.08979)
31101162,-27.09157,-48.61151,Centro,Itapema,POINT (-48.61151 -27.09157)
53918944,-27.08702,-48.61375,Alto São Bento,Itapema,POINT (-48.61375 -27.08702)
39925487,-27.09048,-48.60786,Canto da Praia,Itapema,POINT (-48.60786 -27.09048)
46878566,-27.09359,-48.61345,Centro,Itapema,POINT (-48.61345 -27.09359)
763928357086223562,-27.09247892570471,-48.61221134662628,Centro,Itapema,POINT (-48.61221134662628 -27.09247892570471)
752283581484972706,-27.08842,-48.6144,Casa Branca,Itapema,POINT (-48.6144 -27.08842)
42158045,-27.09349,-48.61106,Centro,Itapema,POINT (-48.61106 -27.09349)
567544093724703559,-27.08938,-48.60955,Centro,Itapema,POINT (-48.60955 -27.08938)
719530284000950518,-27.09035193199385,-48.61276320832062,Centro,Itapema,POINT (-48.61276320832062 -27.09035193199385)
16882234,-27.09326,-48.61469,Centro,Itapema,POINT (-48.61469 -27.09326)
30900885,-27.09222,-48.60721,Canto da Praia,Itapema,POINT (-48.60721 -27.09222)
16719441,-27.0897,-48.60625,Canto da Praia,Itapema,POINT (-48.60625 -27.0897)
38867358,-27.08907,-48.60832,Canto da Praia,Itapema,POINT (-48.60832 -27.08907)
43699589,-27.09181,-48.61313,Centro,Itapema,POINT (-48.61313 -27.09181)
40616698,-27.09131,-48.61073,Centro,Itapema,POINT (-48.61073 -27.09131)
41084138,-27.08506,-48.61005,Sertãozinho,Itapema,POINT (-48.61005 -27.08506)
721146719017782279,-27.09188,-48.61253,Centro,Itapema,POINT (-48.61253 -27.09188)
29816615,-27.09138,-48.61445,Centro,Itapema,POINT (-48.61445 -27.09138)
43030317,-27.0897,-48.61344,Centro,Itapema,POINT (-48.61344 -27.0897)
41064766,-27.09059,-48.61301,Centro,Itapema,POINT (-48.61301 -27.09059)
539130445821945881,-27.08945,-48.61205,Centro,Itapema,POINT (-48.61205 -27.08945)
46098049,-27.09271,-48.61276,Centro,Itapema,POINT (-48.61276 -27.09271)
48182966,-27.09332,-48.61197,Centro,Itapema,POINT (-48.61197 -27.09332)
54156347,-27.0922,-48.61135,Centro,Itapema,POINT (-48.61135 -27.0922)
52059007,-27.09345,-48.61297,Centro,Itapema,POINT (-48.61297 -27.09345)
40237010,-27.08919,-48.6153,Casa Branca,Itapema,POINT (-48.6153 -27.08919)
16064275,-27.09352,-48.61365,Centro,Itapema,POINT (-48.61365 -27.09352)
40769516,-27.09244,-48.61112,Centro,Itapema,POINT (-48.61112 -27.09244)
680236934453084779,-27.093875239876976,-48.612744100391865,Centro,Itapema,POINT (-48.612744100391865 -27.093875239876976)
53142229,-27.0921,-48.60575,Canto da Praia,Itapema,POINT (-48.60575 -27.0921)
46599529,-27.09149,-48.60769,Canto da Praia,Itapema,POINT (-48.60769 -27.09149)
37208458,-27.09413,-48.61264,Centro,Itapema,POINT (-48.61264 -27.09413)
32640607,-27.08815,-48.61466,Casa Branca,Itapema,POINT (-48.61466 -27.08815)
754260636604985777,-27.0933731,-48.6115578,Centro,Itapema,POINT (-48.6115578 -27.0933731)
47025436,-27.09177,-48.60992,Centro,Itapema,POINT (-48.60992 -27.09177)
705616984672526675,-27.08986,-48.60739,Canto da Praia,Itapema,POINT (-48.60739 -27.08986)
41956614,-27.09331,-48.61296,Centro,Itapema,POINT (-48.61296 -27.09331)
629467677899929108,-27.09384,-48.61433,Centro,Itapema,POINT (-48.61433 -27.09384)
771150185682126622,-27.13435,-48.61443,Jardim Praiamar,Itapema,POINT (-48.61443 -27.13435)
752174760530098599,-27.13494,-48.60973,Meia Praia,Itapema,POINT (-48.60973 -27.13494)
42180312,-27.13458,-48.61365,Jardim Praiamar,Itapema,POINT (-48.61365 -27.13458)
40538689,-27.12931,-48.60898,Meia Praia,Itapema,POINT (-48.60898 -27.12931)
768695256036866802,-27.12732,-48.61308,Morretes,Itapema,POINT (-48.61308 -27.12732)
594194720244556765,-27.1325,-48.61276,Jardim Praiamar,Itapema,POINT (-48.61276 -27.1325)
31059537,-27.1071,-48.61177,Centro,Itapema,POINT (-48.61177 -27.1071)
32371924,-27.10563,-48.61143,Centro,Itapema,POINT (-48.61143 -27.10563)
32547411,-27.10395,-48.61509,Centro,Itapema,POINT (-48.61509 -27.10395)
583188146814735405,-27.10386,-48.61334,Centro,Itapema,POINT (-48.61334 -27.10386)
32524381,-27.10633,-48.61303,Centro,Itapema,POINT (-48.61303 -27.10633)
18505349,-27.10816,-48.61346,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61346 -27.10816)
43468529,-27.10512,-48.6136,Centro,Itapema,POINT (-48.6136 -27.10512)
44075219,-27.10497,-48.61276,Centro,Itapema,POINT (-48.61276 -27.10497)
726040380549245538,-27.10490425628601,-48.61378513276577,Centro,Itapema,POINT (-48.61378513276577 -27.10490425628601)
45512442,-27.10654,-48.61207,Centro,Itapema,POINT (-48.61207 -27.10654)
762976491172050742,-27.10381,-48.61359,Centro,Itapema,POINT (-48.61359 -27.10381)
23390752,-27.10788,-48.61457,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61457 -27.10788)
20555680,-27.1038,-48.61318,Centro,Itapema,POINT (-48.61318 -27.1038)
40320100,-27.1099,-48.6115,Morretes,Itapema,POINT (-48.6115 -27.1099)
730503580289648392,-27.10401668523824,-48.6141370973257,Centro,Itapema,POINT (-48.6141370973257 -27.10401668523824)
47252509,-27.10955,-48.6124,Tabuleiro dos Oliveiras,Itapema,POINT (-48.6124 -27.10955)
764376917677304019,-27.11186,-48.60961,Morretes,Itapema,POINT (-48.60961 -27.11186)
22514231,-27.10713,-48.61393,Morretes,Itapema,POINT (-48.61393 -27.10713)
761793820763686324,-27.11003,-48.61214,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61214 -27.11003)
17013106,-27.11149,-48.61087,Morretes,Itapema,POINT (-48.61087 -27.11149)
720383944790760874,-27.10458,-48.61395,Centro,Itapema,POINT (-48.61395 -27.10458)
53903158,-27.11323,-48.60946,Morretes,Itapema,POINT (-48.60946 -27.11323)
45382246,-27.10486,-48.61399,Centro,Itapema,POINT (-48.61399 -27.10486)
47487716,-27.10967,-48.61254,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61254 -27.10967)
770157868111561499,-27.10814,-48.61423,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61423 -27.10814)
42704327,-27.10464,-48.61443,Centro,Itapema,POINT (-48.61443 -27.10464)
45757663,-27.10653,-48.61189,Centro,Itapema,POINT (-48.61189 -27.10653)
46792527,-27.10454,-48.61376,Centro,Itapema,POINT (-48.61376 -27.10454)
54197754,-27.10488,-48.61438,Centro,Itapema,POINT (-48.61438 -27.10488)
28160414,-27.10648,-48.61294,Centro,Itapema,POINT (-48.61294 -27.10648)
707134296592561333,-27.10666,-48.61399,Centro,Itapema,POINT (-48.61399 -27.10666)
15632254,-27.11266,-48.60823,Morretes,Itapema,POINT (-48.60823 -27.11266)
22876372,-27.11068,-48.6106,Morretes,Itapema,POINT (-48.6106 -27.11068)
27865733,-27.10432,-48.61312,Centro,Itapema,POINT (-48.61312 -27.10432)
45177950,-27.11077,-48.61083,Morretes,Itapema,POINT (-48.61083 -27.11077)
675157595421753060,-27.1047016,-48.6133475,Centro,Itapema,POINT (-48.6133475 -27.1047016)
762255792328076957,-27.104795,-48.615221,Centro,Itapema,POINT (-48.615221 -27.104795)
53962478,-27.11116,-48.61019,Morretes,Itapema,POINT (-48.61019 -27.11116)
41261098,-27.10393,-48.61478,Centro,Itapema,POINT (-48.61478 -27.10393)
747114691595591344,-27.112048,-48.610663,Morretes,Itapema,POINT (-48.610663 -27.112048)
45894423,-27.10386,-48.61302,Centro,Itapema,POINT (-48.61302 -27.10386)
684137520256598843,-27.10505,-48.61301,Centro,Itapema,POINT (-48.61301 -27.10505)
46119574,-27.10411,-48.61417,Centro,Itapema,POINT (-48.61417 -27.10411)
30466884,-27.1115,-48.61155,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61155 -27.1115)
38933407,-27.10448,-48.61301,Centro,Itapema,POINT (-48.61301 -27.10448)
45910811,-27.10477,-48.61329,Centro,Itapema,POINT (-48.61329 -27.10477)
30962064,-27.11298,-48.61113,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61113 -27.11298)
769409523995182484,-27.13398,-48.60815,Meia Praia,Itapema,POINT (-48.60815 -27.13398)
31397917,-27.13254,-48.60825,Meia Praia,Itapema,POINT (-48.60825 -27.13254)
518893779886421881,-27.13449,-48.60534,Meia Praia,Itapema,POINT (-48.60534 -27.13449)
28929249,-27.13289,-48.60718,Meia Praia,Itapema,POINT (-48.60718 -27.13289)
589182296599768810,-27.13513,-48.60757,Meia Praia,Itapema,POINT (-48.60757 -27.13513)
730644723519092285,-27.13346,-48.60736,Meia Praia,Itapema,POINT (-48.60736 -27.13346)
32134287,-27.13456,-48.60656,Meia Praia,Itapema,POINT (-48.60656 -27.13456)
54337886,-27.13619,-48.60787,Meia Praia,Itapema,POINT (-48.60787 -27.13619)
40899047,-27.13384,-48.60518,Meia Praia,Itapema,POINT (-48.60518 -27.13384)
556460074386673858,-27.13553,-48.60696,Meia Praia,Itapema,POINT (-48.60696 -27.13553)
547281489077476284,-27.13457,-48.61078,Jardim Praiamar,Itapema,POINT (-48.61078 -27.13457)
53733977,-27.13436,-48.60539,Meia Praia,Itapema,POINT (-48.60539 -27.13436)
755010668469409111,-27.13307,-48.61005,Jardim Praiamar,Itapema,POINT (-48.61005 -27.13307)
52776168,-27.13371,-48.60712,Meia Praia,Itapema,POINT (-48.60712 -27.13371)
54264867,-27.13534,-48.60732,Meia Praia,Itapema,POINT (-48.60732 -27.13534)
52365560,-27.13355,-48.60546,Meia Praia,Itapema,POINT (-48.60546 -27.13355)
696383851452596240,-27.13619,-48.60502,Meia Praia,Itapema,POINT (-48.60502 -27.13619)
769406633936317022,-27.13282,-48.60783,Meia Praia,Itapema,POINT (-48.60783 -27.13282)
763878931679977300,-27.13325,-48.61242,Jardim Praiamar,Itapema,POINT (-48.61242 -27.13325)
40960741,-27.133387,-48.60648,Meia Praia,Itapema,POINT (-48.60648 -27.133387)
52365024,-27.13366,-48.60624,Meia Praia,Itapema,POINT (-48.60624 -27.13366)
739006815344684109,-27.1331854,-48.6046403,Meia Praia,Itapema,POINT (-48.6046403 -27.1331854)
38723084,-27.13299,-48.60576,Meia Praia,Itapema,POINT (-48.60576 -27.13299)
40986418,-27.1331,-48.60525,Meia Praia,Itapema,POINT (-48.60525 -27.1331)
35520112,-27.13269,-48.60625,Meia Praia,Itapema,POINT (-48.60625 -27.13269)
53719507,-27.13432,-48.60784,Meia Praia,Itapema,POINT (-48.60784 -27.13432)
41742885,-27.13333,-48.60608,Meia Praia,Itapema,POINT (-48.60608 -27.13333)
53400271,-27.13532,-48.60913,Meia Praia,Itapema,POINT (-48.60913 -27.13532)
732560547989591191,-27.13328,-48.60562,Meia Praia,Itapema,POINT (-48.60562 -27.13328)
53395021,-27.1327,-48.61169,Jardim Praiamar,Itapema,POINT (-48.61169 -27.1327)
41396290,-27.13671,-48.60456,Meia Praia,Itapema,POINT (-48.60456 -27.13671)
695403353836814259,-27.13353,-48.61057,Jardim Praiamar,Itapema,POINT (-48.61057 -27.13353)
43827232,-27.13452,-48.60776,Meia Praia,Itapema,POINT (-48.60776 -27.13452)
45213954,-27.13351,-48.60823,Meia Praia,Itapema,POINT (-48.60823 -27.13351)
41981095,-27.13281,-48.60617,Meia Praia,Itapema,POINT (-48.60617 -27.13281)
39721922,-27.13498,-48.61325,Jardim Praiamar,Itapema,POINT (-48.61325 -27.13498)
21545686,-27.09463,-48.61576,Centro,Itapema,POINT (-48.61576 -27.09463)
16105751,-27.09861,-48.6165,Centro,Itapema,POINT (-48.6165 -27.09861)
770944995675994554,-27.1016903,-48.6176693,Centro,Itapema,POINT (-48.6176693 -27.1016903)
51861410,-27.0976,-48.6198,Várzea,Itapema,POINT (-48.6198 -27.0976)
700146583051236602,-27.10047181776763,-48.61656300635986,Centro,Itapema,POINT (-48.61656300635986 -27.10047181776763)
30332330,-27.09807,-48.61547,Centro,Itapema,POINT (-48.61547 -27.09807)
756460851509718585,-27.0962,-48.61561,Centro,Itapema,POINT (-48.61561 -27.0962)
30098696,-27.09561,-48.62145,Casa Branca,Itapema,POINT (-48.62145 -27.09561)
753555054505551239,-27.0964761942502,-48.624298721551895,Várzea,Itapema,POINT (-48.624298721551895 -27.0964761942502)
41257314,-27.09568,-48.61912,Várzea,Itapema,POINT (-48.61912 -27.09568)
757145296838322326,-27.09693,-48.61895,Várzea,Itapema,POINT (-48.61895 -27.09693)
53863922,-27.09508,-48.62342,Várzea,Itapema,POINT (-48.62342 -27.09508)
40154354,-27.10025,-48.61892,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61892 -27.10025)
739908931513590445,-27.09811,-48.61871,Várzea,Itapema,POINT (-48.61871 -27.09811)
23693720,-27.09792,-48.61699,Centro,Itapema,POINT (-48.61699 -27.09792)
48094294,-27.10086,-48.61706,Centro,Itapema,POINT (-48.61706 -27.10086)
46876680,-27.102888,-48.615757,Centro,Itapema,POINT (-48.615757 -27.102888)
765075031429933391,-27.0984,-48.61744,Centro,Itapema,POINT (-48.61744 -27.0984)
53753908,-27.09907,-48.62089,Tabuleiro dos Oliveiras,Itapema,POINT (-48.62089 -27.09907)
53280496,-27.09901,-48.61535,Centro,Itapema,POINT (-48.61535 -27.09901)
39408131,-27.09577,-48.62122,Casa Branca,Itapema,POINT (-48.62122 -27.09577)
52655055,-27.09579,-48.61947,Várzea,Itapema,POINT (-48.61947 -27.09579)
30087400,-27.09899,-48.6236,Tabuleiro dos Oliveiras,Itapema,POINT (-48.6236 -27.09899)
11508986,-27.10042,-48.61862,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61862 -27.10042)
655784887044646764,-27.0959502893167,-48.61541743734784,Centro,Itapema,POINT (-48.61541743734784 -27.0959502893167)
47330953,-27.1016,-48.61652,Centro,Itapema,POINT (-48.61652 -27.1016)
38645838,-27.09985,-48.6162,Centro,Itapema,POINT (-48.6162 -27.09985)
42709234,-27.09704,-48.61589,Centro,Itapema,POINT (-48.61589 -27.09704)
52969803,-27.0961,-48.61559,Centro,Itapema,POINT (-48.61559 -27.0961)
20563444,-27.10347,-48.61537,Centro,Itapema,POINT (-48.61537 -27.10347)
20635729,-27.09637,-48.61706,Centro,Itapema,POINT (-48.61706 -27.09637)
46926474,-27.10105,-48.61553,Centro,Itapema,POINT (-48.61553 -27.10105)
53627363,-27.09659,-48.61537,Centro,Itapema,POINT (-48.61537 -27.09659)
47337400,-27.09496,-48.62125,Casa Branca,Itapema,POINT (-48.62125 -27.09496)
16717671,-27.10045,-48.6202,Tabuleiro dos Oliveiras,Itapema,POINT (-48.6202 -27.10045)
32034301,-27.09864,-48.6246,Tabuleiro dos Oliveiras,Itapema,POINT (-48.6246 -27.09864)
705726711243312425,-27.09929,-48.6215,Tabuleiro dos Oliveiras,Itapema,POINT (-48.6215 -27.09929)
16049093,-27.09789,-48.61628,Centro,Itapema,POINT (-48.61628 -27.09789)
46926726,-27.10317,-48.61687,Centro,Itapema,POINT (-48.61687 -27.10317)
47089646,-27.09784,-48.61583,Centro,Itapema,POINT (-48.61583 -27.09784)
11567423,-27.09945,-48.61539,Centro,Itapema,POINT (-48.61539 -27.09945)
47783121,-27.09734,-48.61534,Centro,Itapema,POINT (-48.61534 -27.09734)
760886818196346051,-27.09865,-48.61664,Centro,Itapema,POINT (-48.61664 -27.09865)
747111093441290505,-27.09955,-48.62199,Tabuleiro dos Oliveiras,Itapema,POINT (-48.62199 -27.09955)
47172145,-27.09559,-48.61639,Centro,Itapema,POINT (-48.61639 -27.09559)
51007809,-27.09574,-48.61796,Centro,Itapema,POINT (-48.61796 -27.09574)
684175737491387722,-27.0957,-48.61884,Várzea,Itapema,POINT (-48.61884 -27.0957)
758887455072616556,-27.09784352217459,-48.61840666627046,Centro,Itapema,POINT (-48.61840666627046 -27.09784352217459)
734252268707224878,-27.09979,-48.61607,Centro,Itapema,POINT (-48.61607 -27.09979)
47311467,-27.10197,-48.61667,Centro,Itapema,POINT (-48.61667 -27.10197)
53784203,-27.10275,-48.61798,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61798 -27.10275)
759511217465301309,-27.09645,-48.61785,Centro,Itapema,POINT (-48.61785 -27.09645)
41026763,-27.09499,-48.61619,Centro,Itapema,POINT (-48.61619 -27.09499)
23693371,-27.09679,-48.61829,Centro,Itapema,POINT (-48.61829 -27.09679)
29518544,-27.09443,-48.61853,Várzea,Itapema,POINT (-48.61853 -27.09443)
40834982,-27.09976,-48.61814,Centro,Itapema,POINT (-48.61814 -27.09976)
45456914,-27.0981,-48.61633,Centro,Itapema,POINT (-48.61633 -27.0981)
634019495753065741,-27.10145,-48.61759,Centro,Itapema,POINT (-48.61759 -27.10145)
599756978798369187,-27.09655,-48.61627,Centro,Itapema,POINT (-48.61627 -27.09655)
46942717,-27.10101,-48.61552,Centro,Itapema,POINT (-48.61552 -27.10101)
54196670,-27.09647,-48.6154,Centro,Itapema,POINT (-48.6154 -27.09647)
53169136,-27.09818,-48.61771,Centro,Itapema,POINT (-48.61771 -27.09818)
3325949,-27.10022,-48.61595,Centro,Itapema,POINT (-48.61595 -27.10022)
46282420,-27.0962,-48.62474,Várzea,Itapema,POINT (-48.62474 -27.0962)
762916089194134311,-27.09478,-48.61589,Centro,Itapema,POINT (-48.61589 -27.09478)
53581602,-27.09465,-48.61539,Centro,Itapema,POINT (-48.61539 -27.09465)
46941758,-27.1011,-48.61594,Centro,Itapema,POINT (-48.61594 -27.1011)
22230032,-27.10091,-48.61608,Centro,Itapema,POINT (-48.61608 -27.10091)
557867403241922176,-27.09494,-48.6164,Centro,Itapema,POINT (-48.6164 -27.09494)
53167256,-27.0948,-48.61689,Centro,Itapema,POINT (-48.61689 -27.0948)
41008210,-27.09648,-48.61819,Centro,Itapema,POINT (-48.61819 -27.09648)
39664483,-27.09587,-48.6159,Centro,Itapema,POINT (-48.6159 -27.09587)
42691811,-27.10273,-48.61643,Centro,Itapema,POINT (-48.61643 -27.10273)
47354488,-27.10258,-48.61691,Centro,Itapema,POINT (-48.61691 -27.10258)
51879136,-27.096668,-48.617725,Centro,Itapema,POINT (-48.617725 -27.096668)
46155970,-27.09586,-48.62453,Várzea,Itapema,POINT (-48.62453 -27.09586)
46925976,-27.10154,-48.61658,Centro,Itapema,POINT (-48.61658 -27.10154)
54368585,-27.09633,-48.61575,Centro,Itapema,POINT (-48.61575 -27.09633)
39171381,-27.10266,-48.61567,Centro,Itapema,POINT (-48.61567 -27.10266)
676709433348717720,-27.097433816405648,-48.61708749206542,Centro,Itapema,POINT (-48.61708749206542 -27.097433816405648)
51431557,-27.10249,-48.61539,Centro,Itapema,POINT (-48.61539 -27.10249)
32020999,-27.10244,-48.61542,Centro,Itapema,POINT (-48.61542 -27.10244)
52841443,-27.10264,-48.61569,Centro,Itapema,POINT (-48.61569 -27.10264)
54404085,-27.09471,-48.61541,Centro,Itapema,POINT (-48.61541 -27.09471)
745572996552080346,-27.09659,-48.61625,Centro,Itapema,POINT (-48.61625 -27.09659)
16672298,-27.09554,-48.6155,Centro,Itapema,POINT (-48.6155 -27.09554)
54160636,-27.10092,-48.61558,Centro,Itapema,POINT (-48.61558 -27.10092)
54096898,-27.09522,-48.61806,Centro,Itapema,POINT (-48.61806 -27.09522)
557836705402909460,-27.10098,-48.61552,Centro,Itapema,POINT (-48.61552 -27.10098)
30771626,-27.10068,-48.61559,Centro,Itapema,POINT (-48.61559 -27.10068)
16992951,-27.10351,-48.6154,Centro,Itapema,POINT (-48.6154 -27.10351)
47306948,-27.09623,-48.61546,Centro,Itapema,POINT (-48.61546 -27.09623)
53492737,-27.0964,-48.61541,Centro,Itapema,POINT (-48.61541 -27.0964)
41321217,-27.1036,-48.61776,Tabuleiro dos Oliveiras,Itapema,POINT (-48.61776 -27.1036)
46486203,-27.09598,-48.61669,Centro,Itapema,POINT (-48.61669 -27.09598)
695565459287167206,-27.0993,-48.61544,Centro,Itapema,POINT (-48.61544 -27.0993)
41143904,-27.09709,-48.61863,Várzea,Itapema,POINT (-48.61863 -27.09709)
54081600,-27.09646,-48.61563,Centro,Itapema,POINT (-48.61563 -27.09646)
31649240,-27.09816,-48.6155,Centro,Itapema,POINT (-48.6155 -27.09816)
41126139,-27.09876,-48.61583,Centro,Itapema,POINT (-48.61583 -27.09876)
769599022958916238,-27.13774,-48.59317,Meia Praia,Itapema,POINT (-48.59317 -27.13774)
629724091250673746,-27.13979,-48.59246,Meia Praia,Itapema,POINT (-48.59246 -27.13979)
53936201,-27.13869,-48.59287,Meia Praia,Itapema,POINT (-48.59287 -27.13869)
16507319,-27.13679,-48.5915,Meia Praia,Itapema,POINT (-48.5915 -27.13679)
577547502503396579,-27.137562,-48.592739,Meia Praia,Itapema,POINT (-48.592739 -27.137562)
39685785,-27.13996,-48.59214,Meia Praia,Itapema,POINT (-48.59214 -27.13996)
37708447,-27.14076,-48.59156,Meia Praia,Itapema,POINT (-48.59156 -27.14076)
22245880,-27.1397,-48.59001,Meia Praia,Itapema,POINT (-48.59001 -27.1397)
618943952389206201,-27.138018,-48.592251,Meia Praia,Itapema,POINT (-48.592251 -27.138018)
37494985,-27.13876,-48.59011,Meia Praia,Itapema,POINT (-48.59011 -27.13876)
40777141,-27.13705,-48.5931,Meia Praia,Itapema,POINT (-48.5931 -27.13705)
32585103,-27.13984,-48.59174,Meia Praia,Itapema,POINT (-48.59174 -27.13984)
45726200,-27.13741,-48.59297,Meia Praia,Itapema,POINT (-48.59297 -27.13741)
38447436,-27.13797,-48.59189,Meia Praia,Itapema,POINT (-48.59189 -27.13797)
47000276,-27.13907,-48.59049,Meia Praia,Itapema,POINT (-48.59049 -27.13907)
