ad_id,latitude,longitude,bairro,cidade
21780661,-27.09041,-48.61815,Casa Branca,Itapema
761755938032745270,-27.08721,-48.61534,Alto São Bento,Itapema
47543180,-27.09401,-48.61756,Centro,Itapema
30314062,-27.0885,-48.61573,Casa Branca,Itapema
750727216214250664,-27.08759,-48.61584,Alto São Bento,Itapema
53723490,-27.09398,-48.62127,Casa Branca,Itapema
750832057342160449,-27.089265240696324,-48.61857669444276,Casa Branca,Itapema
22648075,-27.09328,-48.61578,Centro,Itapema
30086402,-27.09231,-48.61775,Casa Branca,Itapema
29341170,-27.08694,-48.61794,Alto São Bento,Itapema
761791400447949684,-27.0898069,-48.6161447,Casa Branca,Itapema
584020081608125100,-27.09076,-48.61649,Casa Branca,Itapema
584014757609045208,-27.09092,-48.61568,Centro,Itapema
31122806,-27.089,-48.61542,Casa Branca,Itapema
762281119140381406,-27.08864,-48.61688,Casa Branca,Itapema
734872495279065394,-27.09359,-48.61544,Centro,Itapema
46877879,-27.09267,-48.61836,Casa Branca,Itapema
30951044,-27.08707,-48.61631,Alto São Bento,Itapema
52873987,-27.09214,-48.61746,Casa Branca,Itapema
31308297,-27.08965,-48.62167,Casa Branca,Itapema
52619435,-27.09199,-48.61722,Casa Branca,Itapema
54224642,-27.09137,-48.61547,Centro,Itapema
50052580,-27.09167,-48.61772,Casa Branca,Itapema
31023729,-27.08809,-48.61684,Casa Branca,Itapema
31595639,-27.08758,-48.61677,Alto São Bento,Itapema
46370376,-27.08642,-48.61729,Alto São Bento,Itapema
32644324,-27.10859,-48.61567,Tabuleiro dos Oliveiras,Itapema
757492328408967729,-27.1085124,-48.6167677,Tabuleiro dos Oliveiras,Itapema
728531681504670920,-27.107656803493107,-48.61662377208841,Tabuleiro dos Oliveiras,Itapema
703826228624295293,-27.10686,-48.61715,Tabuleiro dos Oliveiras,Itapema
665236915472525453,-27.10963,-48.61725,Tabuleiro dos Oliveiras,Itapema
698788704934171272,-27.10956,-48.61573,Tabuleiro dos Oliveiras,Itapema
41556526,-27.10773,-48.6165,Tabuleiro dos Oliveiras,Itapema
761505300562873802,-27.1079,-48.61991,Tabuleiro dos Oliveiras,Itapema
40814808,-27.10674,-48.61749,Tabuleiro dos Oliveiras,Itapema
653105975850471964,-27.10522,-48.61787,Tabuleiro dos Oliveiras,Itapema
758802390764294293,-27.10488,-48.6165,Tabuleiro dos Oliveiras,Itapema
702789021066587792,-27.10726,-48.61825,Tabuleiro dos Oliveiras,Itapema
708797966707004436,-27.10523,-48.61624,Tabuleiro dos Oliveiras,Itapema
21792285,-27.10913,-48.61684,Tabuleiro dos Oliveiras,Itapema
768288843904248283,-27.1058311,-48.6171983,Tabuleiro dos Oliveiras,Itapema
31702785,-27.10708,-48.61849,Tabuleiro dos Oliveiras,Itapema
43219070,-27.10399,-48.61619,Centro,Itapema
726132319312812974,-27.10927,-48.61632,Tabuleiro dos Oliveiras,Itapema
47078621,-27.10788,-48.61597,Tabuleiro dos Oliveiras,Itapema
29296285,-27.10819,-48.61614,Tabuleiro dos Oliveiras,Itapema
761506083693620977,-27.10624,-48.61926,Tabuleiro dos Oliveiras,Itapema
38192672,-27.10897,-48.61625,Tabuleiro dos Oliveiras,Itapema
771148377619364647,-27.11746,-48.6163,Morretes,Itapema
39950982,-27.11872,-48.61922,Morretes,Itapema
16659215,-27.1199,-48.61991,Morretes,Itapema
747592469709020508,-27.11733,-48.61828,Morretes,Itapema
53904296,-27.12277,-48.61765,Morretes,Itapema
765347033297272430,-27.12183,-48.61682,Morretes,Itapema
30734478,-27.12153,-48.61533,Morretes,Itapema
558481029019897262,-27.12021,-48.62132,Morretes,Itapema
41269558,-27.12215,-48.617,Morretes,Itapema
29460395,-27.12105,-48.62564,Morretes,Itapema
52826190,-27.12049,-48.61556,Morretes,Itapema
753625150680079972,-27.11741,-48.61646,Morretes,Itapema
44256985,-27.12118,-48.61852,Morretes,Itapema
766568507152640348,-27.117413556179773,-48.617579117417336,Morretes,Itapema
687559786645147511,-27.1217609,-48.61828149999999,Morretes,Itapema
54401392,-27.12226,-48.61604,Morretes,Itapema
52796586,-27.1199,-48.62631,Morretes,Itapema
17013895,-27.12029,-48.61988,Morretes,Itapema
22682127,-27.11811,-48.61737,Morretes,Itapema
47542703,-27.12113,-48.61994,Morretes,Itapema
53701222,-27.12282,-48.62145,Morretes,Itapema
32463682,-27.12403,-48.61548,Morretes,Itapema
39250478,-27.12654,-48.61862,Morretes,Itapema
751514755070816425,-27.12640908006138,-48.620615378022194,Morretes,Itapema
47222306,-27.12293,-48.61686,Morretes,Itapema
747778506721760874,-27.12449,-48.61572,Morretes,Itapema
764692834916104045,-27.12335,-48.61624,Morretes,Itapema
742766344121956195,-27.12795,-48.61756,Morretes,Itapema
767553114528971505,-27.130720230351148,-48.61891485750675,Morretes,Itapema
37684935,-27.13149,-48.61714,Morretes,Itapema
733873082801364150,-27.1242,-48.61594,Morretes,Itapema
521711579381893446,-27.12408,-48.61616,Morretes,Itapema
750219527079512904,-27.12468,-48.61547,Morretes,Itapema
41731856,-27.12946,-48.6157,Morretes,Itapema
51023939,-27.12288,-48.616,Morretes,Itapema
728839142527908270,-27.12417,-48.61886,Morretes,Itapema
54102739,-27.127443,-48.6213,Morretes,Itapema
40749720,-27.12509,-48.61592,Morretes,Itapema
38946788,-27.1247,-48.61626,Morretes,Itapema
741203625599811412,-27.1295707,-48.6164082,Morretes,Itapema
22983456,-27.12932,-48.6164,Morretes,Itapema
53272607,-27.12942,-48.62037,Morretes,Itapema
52324280,-27.13123,-48.62456,Morretes,Itapema
47151739,-27.1234,-48.61581,Morretes,Itapema
52376744,-27.1252,-48.61831,Morretes,Itapema
735647486124004932,-27.12539,-48.61968,Morretes,Itapema
22280693,-27.08691,-48.61321,Alto São Bento,Itapema
37183669,-27.08728,-48.61408,Alto São Bento,Itapema
28410850,-27.09235,-48.61177,Centro,Itapema
43441094,-27.0887,-48.60968,Centro,Itapema
53216869,-27.08967,-48.60943,Centro,Itapema
53815397,-27.08593,-48.61291,Alto São Bento,Itapema
40486178,-27.08715,-48.61395,Alto São Bento,Itapema
748470108899494566,-27.08741,-48.61393,Alto São Bento,Itapema
754165491472296852,-27.0879,-48.61506,Casa Branca,Itapema
31682871,-27.09007,-48.61261,Centro,Itapema
47782979,-27.08978,-48.60731,Canto da Praia,Itapema
39837003,-27.08941,-48.61471,Casa Branca,Itapema
32035183,-27.088476,-48.610603,Centro,Itapema
54067163,-27.08956,-48.60653,Canto da Praia,Itapema
21045150,-27.09315,-48.61401,Centro,Itapema
32970957,-27.08853,-48.61303,Casa Branca,Itapema
734991572208138176,-27.0935,-48.61484,Centro,Itapema
52561690,-27.09225,-48.61191,Centro,Itapema
52052904,-27.08526,-48.61122,Alto São Bento,Itapema
610155932497817911,-27.089041,-48.609604,Canto da Praia,Itapema
747912914608461204,-27.0929,-48.61472,Centro,Itapema
16270332,-27.09098,-48.60949,Centro,Itapema
18287935,-27.09159,-48.6131,Centro,Itapema
753518430982314734,-27.09022,-48.61295,Centro,Itapema
766429111795213657,-27.08794928003043,-48.61325405538082,Casa Branca,Itapema
46327364,-27.0871,-48.61453,Alto São Bento,Itapema
53656846,-27.08752,-48.61231,Alto São Bento,Itapema
53724508,-27.08861,-48.61271,Alto São Bento,Itapema
30755946,-27.08986,-48.61486,Alto São Bento,Itapema
29927656,-27.09071,-48.60996,Centro,Itapema
31204438,-27.08908,-48.61446,Casa Branca,Itapema
53972542,-27.09064,-48.60894,Centro,Itapema
27910707,-27.09154,-48.60982,Centro,Itapema
53986731,-27.09356,-48.61214,Centro,Itapema
53040464,-27.08711,-48.61508,Alto São Bento,Itapema
23263225,-27.08956,-48.61459,Casa Branca,Itapema
54004838,-27.08713,-48.61403,Alto São Bento,Itapema
41340678,-27.08795717243948,-48.613193777771,Casa Branca,Itapema
52582961,-27.09276,-48.61072,Centro,Itapema
31308787,-27.09384,-48.61082,Centro,Itapema
4758094,-27.09084,-48.60838,Centro,Itapema
739119927990563923,-27.08798062621588,-48.61308675259352,Alto São Bento,Itapema
31454750,-27.09225,-48.60862,Centro,Itapema
48600810,-27.092176,-48.613792,Centro,Itapema
771054676372745506,-27.09362619701987,-48.61348805396729,Centro,Itapema
760947613603556887,-27.08713,-48.6139,Alto São Bento,Itapema
35912949,-27.08959,-48.61008,Centro,Itapema
31434536,-27.09158,-48.61303,Centro,Itapema
745721701947116393,-27.08805764681668,-48.61502565443516,Casa Branca,Itapema
38699498,-27.09114,-48.61475,Centro,Itapema
37363818,-27.09163,-48.60545,Canto da Praia,Itapema
46940475,-27.092176,-48.613792,Centro,Itapema
52358821,-27.09152,-48.6054,Canto da Praia,Itapema
17096490,-27.0929134,-48.6132024,Centro,Itapema
46371848,-27.08809,-48.61409,Casa Branca,Itapema
747627607859155228,-27.08856,-48.61526,Casa Branca,Itapema
16675568,-27.08927,-48.60591,Canto da Praia,Itapema
35767789,-27.08747,-48.61381,Alto São Bento,Itapema
37417268,-27.09037,-48.61484,Centro,Itapema
53865372,-27.08915,-48.6106,Centro,Itapema
41256358,-27.08912,-48.60715,Canto da Praia,Itapema
22335276,-27.08961,-48.60606,Canto da Praia,Itapema
35678368,-27.08979,-48.60766,Canto da Praia,Itapema
31101162,-27.09157,-48.61151,Centro,Itapema
53918944,-27.08702,-48.61375,Alto São Bento,Itapema
39925487,-27.09048,-48.60786,Canto da Praia,Itapema
46878566,-27.09359,-48.61345,Centro,Itapema
763928357086223562,-27.09247892570471,-48.61221134662628,Centro,Itapema
752283581484972706,-27.08842,-48.6144,Casa Branca,Itapema
42158045,-27.09349,-48.61106,Centro,Itapema
567544093724703559,-27.08938,-48.60955,Centro,Itapema
719530284000950518,-27.09035193199385,-48.61276320832062,Centro,Itapema
16882234,-27.09326,-48.61469,Centro,Itapema
30900885,-27.09222,-48.60721,Canto da Praia,Itapema
16719441,-27.0897,-48.60625,Canto da Praia,Itapema
38867358,-27.08907,-48.60832,Canto da Praia,Itapema
43699589,-27.09181,-48.61313,Centro,Itapema
40616698,-27.09131,-48.61073,Centro,Itapema
41084138,-27.08506,-48.61005,Sertãozinho,Itapema
721146719017782279,-27.09188,-48.61253,Centro,Itapema
29816615,-27.09138,-48.61445,Centro,Itapema
43030317,-27.0897,-48.61344,Centro,Itapema
41064766,-27.09059,-48.61301,Centro,Itapema
539130445821945881,-27.08945,-48.61205,Centro,Itapema
46098049,-27.09271,-48.61276,Centro,Itapema
48182966,-27.09332,-48.61197,Centro,Itapema
54156347,-27.0922,-48.61135,Centro,Itapema
52059007,-27.09345,-48.61297,Centro,Itapema
40237010,-27.08919,-48.6153,Casa Branca,Itapema
16064275,-27.09352,-48.61365,Centro,Itapema
40769516,-27.09244,-48.61112,Centro,Itapema
680236934453084779,-27.093875239876976,-48.612744100391865,Centro,Itapema
53142229,-27.0921,-48.60575,Canto da Praia,Itapema
46599529,-27.09149,-48.60769,Canto da Praia,Itapema
37208458,-27.09413,-48.61264,Centro,Itapema
32640607,-27.08815,-48.61466,Casa Branca,Itapema
754260636604985777,-27.0933731,-48.6115578,Centro,Itapema
47025436,-27.09177,-48.60992,Centro,Itapema
705616984672526675,-27.08986,-48.60739,Canto da Praia,Itapema
41956614,-27.09331,-48.61296,Centro,Itapema
629467677899929108,-27.09384,-48.61433,Centro,Itapema
771150185682126622,-27.13435,-48.61443,Jardim Praiamar,Itapema
752174760530098599,-27.13494,-48.60973,Meia Praia,Itapema
42180312,-27.13458,-48.61365,Jardim Praiamar,Itapema
40538689,-27.12931,-48.60898,Meia Praia,Itapema
768695256036866802,-27.12732,-48.61308,Morretes,Itapema
594194720244556765,-27.1325,-48.61276,Jardim Praiamar,Itapema
31059537,-27.1071,-48.61177,Centro,Itapema
32371924,-27.10563,-48.61143,Centro,Itapema
32547411,-27.10395,-48.61509,Centro,Itapema
583188146814735405,-27.10386,-48.61334,Centro,Itapema
32524381,-27.10633,-48.61303,Centro,Itapema
18505349,-27.10816,-48.61346,Tabuleiro dos Oliveiras,Itapema
43468529,-27.10512,-48.6136,Centro,Itapema
44075219,-27.10497,-48.61276,Centro,Itapema
726040380549245538,-27.10490425628601,-48.61378513276577,Centro,Itapema
45512442,-27.10654,-48.61207,Centro,Itapema
762976491172050742,-27.10381,-48.61359,Centro,Itapema
23390752,-27.10788,-48.61457,Tabuleiro dos Oliveiras,Itapema
20555680,-27.1038,-48.61318,Centro,Itapema
40320100,-27.1099,-48.6115,Morretes,Itapema
730503580289648392,-27.10401668523824,-48.6141370973257,Centro,Itapema
47252509,-27.10955,-48.6124,Tabuleiro dos Oliveiras,Itapema
764376917677304019,-27.11186,-48.60961,Morretes,Itapema
22514231,-27.10713,-48.61393,Morretes,Itapema
761793820763686324,-27.11003,-48.61214,Tabuleiro dos Oliveiras,Itapema
17013106,-27.11149,-48.61087,Morretes,Itapema
720383944790760874,-27.10458,-48.61395,Centro,Itapema
53903158,-27.11323,-48.60946,Morretes,Itapema
45382246,-27.10486,-48.61399,Centro,Itapema
47487716,-27.10967,-48.61254,Tabuleiro dos Oliveiras,Itapema
770157868111561499,-27.10814,-48.61423,Tabuleiro dos Oliveiras,Itapema
42704327,-27.10464,-48.61443,Centro,Itapema
45757663,-27.10653,-48.61189,Centro,Itapema
46792527,-27.10454,-48.61376,Centro,Itapema
54197754,-27.10488,-48.61438,Centro,Itapema
28160414,-27.10648,-48.61294,Centro,Itapema
707134296592561333,-27.10666,-48.61399,Centro,Itapema
15632254,-27.11266,-48.60823,Morretes,Itapema
22876372,-27.11068,-48.6106,Morretes,Itapema
27865733,-27.10432,-48.61312,Centro,Itapema
45177950,-27.11077,-48.61083,Morretes,Itapema
675157595421753060,-27.1047016,-48.6133475,Centro,Itapema
762255792328076957,-27.104795,-48.615221,Centro,Itapema
53962478,-27.11116,-48.61019,Morretes,Itapema
41261098,-27.10393,-48.61478,Centro,Itapema
747114691595591344,-27.112048,-48.610663,Morretes,Itapema
45894423,-27.10386,-48.61302,Centro,Itapema
684137520256598843,-27.10505,-48.61301,Centro,Itapema
46119574,-27.10411,-48.61417,Centro,Itapema
30466884,-27.1115,-48.61155,Tabuleiro dos Oliveiras,Itapema
38933407,-27.10448,-48.61301,Centro,Itapema
45910811,-27.10477,-48.61329,Centro,Itapema
30962064,-27.11298,-48.61113,Tabuleiro dos Oliveiras,Itapema
769409523995182484,-27.13398,-48.60815,Meia Praia,Itapema
31397917,-27.13254,-48.60825,Meia Praia,Itapema
518893779886421881,-27.13449,-48.60534,Meia Praia,Itapema
28929249,-27.13289,-48.60718,Meia Praia,Itapema
589182296599768810,-27.13513,-48.60757,Meia Praia,Itapema
730644723519092285,-27.13346,-48.60736,Meia Praia,Itapema
32134287,-27.13456,-48.60656,Meia Praia,Itapema
54337886,-27.13619,-48.60787,Meia Praia,Itapema
40899047,-27.13384,-48.60518,Meia Praia,Itapema
556460074386673858,-27.13553,-48.60696,Meia Praia,Itapema
547281489077476284,-27.13457,-48.61078,Jardim Praiamar,Itapema
53733977,-27.13436,-48.60539,Meia Praia,Itapema
755010668469409111,-27.13307,-48.61005,Jardim Praiamar,Itapema
52776168,-27.13371,-48.60712,Meia Praia,Itapema
54264867,-27.13534,-48.60732,Meia Praia,Itapema
52365560,-27.13355,-48.60546,Meia Praia,Itapema
696383851452596240,-27.13619,-48.60502,Meia Praia,Itapema
769406633936317022,-27.13282,-48.60783,Meia Praia,Itapema
763878931679977300,-27.13325,-48.61242,Jardim Praiamar,Itapema
40960741,-27.133387,-48.60648,Meia Praia,Itapema
52365024,-27.13366,-48.60624,Meia Praia,Itapema
739006815344684109,-27.1331854,-48.6046403,Meia Praia,Itapema
38723084,-27.13299,-48.60576,Meia Praia,Itapema
40986418,-27.1331,-48.60525,Meia Praia,Itapema
35520112,-27.13269,-48.60625,Meia Praia,Itapema
53719507,-27.13432,-48.60784,Meia Praia,Itapema
41742885,-27.13333,-48.60608,Meia Praia,Itapema
53400271,-27.13532,-48.60913,Meia Praia,Itapema
732560547989591191,-27.13328,-48.60562,Meia Praia,Itapema
53395021,-27.1327,-48.61169,Jardim Praiamar,Itapema
41396290,-27.13671,-48.60456,Meia Praia,Itapema
695403353836814259,-27.13353,-48.61057,Jardim Praiamar,Itapema
43827232,-27.13452,-48.60776,Meia Praia,Itapema
45213954,-27.13351,-48.60823,Meia Praia,Itapema
41981095,-27.13281,-48.60617,Meia Praia,Itapema
39721922,-27.13498,-48.61325,Jardim Praiamar,Itapema
21545686,-27.09463,-48.61576,Centro,Itapema
16105751,-27.09861,-48.6165,Centro,Itapema
770944995675994554,-27.1016903,-48.6176693,Centro,Itapema
51861410,-27.0976,-48.6198,Várzea,Itapema
700146583051236602,-27.10047181776763,-48.61656300635986,Centro,Itapema
30332330,-27.09807,-48.61547,Centro,Itapema
756460851509718585,-27.0962,-48.61561,Centro,Itapema
30098696,-27.09561,-48.62145,Casa Branca,Itapema
753555054505551239,-27.096476194250197,-48.624298721551895,Várzea,Itapema
41257314,-27.09568,-48.61912,Várzea,Itapema
757145296838322326,-27.09693,-48.61895,Várzea,Itapema
53863922,-27.09508,-48.62342,Várzea,Itapema
40154354,-27.10025,-48.61892,Tabuleiro dos Oliveiras,Itapema
739908931513590445,-27.09811,-48.61871,Várzea,Itapema
23693720,-27.09792,-48.61699,Centro,Itapema
48094294,-27.10086,-48.61706,Centro,Itapema
46876680,-27.102888,-48.615757,Centro,Itapema
765075031429933391,-27.0984,-48.61744,Centro,Itapema
53753908,-27.09907,-48.62089,Tabuleiro dos Oliveiras,Itapema
53280496,-27.09901,-48.61535,Centro,Itapema
39408131,-27.09577,-48.62122,Casa Branca,Itapema
52655055,-27.09579,-48.61947,Várzea,Itapema
30087400,-27.09899,-48.6236,Tabuleiro dos Oliveiras,Itapema
11508986,-27.10042,-48.61862,Tabuleiro dos Oliveiras,Itapema
655784887044646764,-27.0959502893167,-48.61541743734784,Centro,Itapema
47330953,-27.1016,-48.61652,Centro,Itapema
38645838,-27.09985,-48.6162,Centro,Itapema
42709234,-27.09704,-48.61589,Centro,Itapema
52969803,-27.0961,-48.61559,Centro,Itapema
20563444,-27.10347,-48.61537,Centro,Itapema
20635729,-27.09637,-48.61706,Centro,Itapema
46926474,-27.10105,-48.61553,Centro,Itapema
53627363,-27.09659,-48.61537,Centro,Itapema
47337400,-27.09496,-48.62125,Casa Branca,Itapema
16717671,-27.10045,-48.6202,Tabuleiro dos Oliveiras,Itapema
32034301,-27.09864,-48.6246,Tabuleiro dos Oliveiras,Itapema
705726711243312425,-27.09929,-48.6215,Tabuleiro dos Oliveiras,Itapema
16049093,-27.09789,-48.61628,Centro,Itapema
46926726,-27.10317,-48.61687,Centro,Itapema
47089646,-27.09784,-48.61583,Centro,Itapema
11567423,-27.09945,-48.61539,Centro,Itapema
47783121,-27.09734,-48.61534,Centro,Itapema
760886818196346051,-27.09865,-48.61664,Centro,Itapema
747111093441290505,-27.09955,-48.62199,Tabuleiro dos Oliveiras,Itapema
47172145,-27.09559,-48.61639,Centro,Itapema
51007809,-27.09574,-48.61796,Centro,Itapema
684175737491387722,-27.0957,-48.61884,Várzea,Itapema
758887455072616556,-27.09784352217459,-48.61840666627046,Centro,Itapema
734252268707224878,-27.09979,-48.61607,Centro,Itapema
47311467,-27.10197,-48.61667,Centro,Itapema
53784203,-27.10275,-48.61798,Tabuleiro dos Oliveiras,Itapema
759511217465301309,-27.09645,-48.61785,Centro,Itapema
41026763,-27.09499,-48.61619,Centro,Itapema
23693371,-27.09679,-48.61829,Centro,Itapema
29518544,-27.09443,-48.61853,Várzea,Itapema
40834982,-27.09976,-48.61814,Centro,Itapema
45456914,-27.0981,-48.61633,Centro,Itapema
634019495753065741,-27.10145,-48.61759,Centro,Itapema
599756978798369187,-27.09655,-48.61627,Centro,Itapema
46942717,-27.10101,-48.61552,Centro,Itapema
54196670,-27.09647,-48.6154,Centro,Itapema
53169136,-27.09818,-48.61771,Centro,Itapema
3325949,-27.10022,-48.61595,Centro,Itapema
46282420,-27.0962,-48.62474,Várzea,Itapema
762916089194134311,-27.09478,-48.61589,Centro,Itapema
53581602,-27.09465,-48.61539,Centro,Itapema
46941758,-27.1011,-48.61594,Centro,Itapema
22230032,-27.10091,-48.61608,Centro,Itapema
557867403241922176,-27.09494,-48.6164,Centro,Itapema
53167256,-27.0948,-48.61689,Centro,Itapema
41008210,-27.09648,-48.61819,Centro,Itapema
39664483,-27.09587,-48.6159,Centro,Itapema
42691811,-27.10273,-48.61643,Centro,Itapema
47354488,-27.10258,-48.61691,Centro,Itapema
51879136,-27.096668,-48.617725,Centro,Itapema
46155970,-27.09586,-48.62453,Várzea,Itapema
46925976,-27.10154,-48.61658,Centro,Itapema
54368585,-27.09633,-48.61575,Centro,Itapema
39171381,-27.10266,-48.61567,Centro,Itapema
676709433348717720,-27.097433816405648,-48.61708749206542,Centro,Itapema
51431557,-27.10249,-48.61539,Centro,Itapema
32020999,-27.10244,-48.61542,Centro,Itapema
52841443,-27.10264,-48.61569,Centro,Itapema
54404085,-27.09471,-48.61541,Centro,Itapema
745572996552080346,-27.09659,-48.61625,Centro,Itapema
16672298,-27.09554,-48.6155,Centro,Itapema
54160636,-27.10092,-48.61558,Centro,Itapema
54096898,-27.09522,-48.61806,Centro,Itapema
557836705402909460,-27.10098,-48.61552,Centro,Itapema
30771626,-27.10068,-48.61559,Centro,Itapema
16992951,-27.10351,-48.6154,Centro,Itapema
47306948,-27.09623,-48.61546,Centro,Itapema
53492737,-27.0964,-48.61541,Centro,Itapema
41321217,-27.1036,-48.61776,Tabuleiro dos Oliveiras,Itapema
46486203,-27.09598,-48.61669,Centro,Itapema
695565459287167206,-27.0993,-48.61544,Centro,Itapema
41143904,-27.09709,-48.61863,Várzea,Itapema
54081600,-27.09646,-48.61563,Centro,Itapema
31649240,-27.09816,-48.6155,Centro,Itapema
41126139,-27.09876,-48.61583,Centro,Itapema
769599022958916238,-27.13774,-48.59317,Meia Praia,Itapema
629724091250673746,-27.13979,-48.59246,Meia Praia,Itapema
53936201,-27.13869,-48.59287,Meia Praia,Itapema
16507319,-27.13679,-48.5915,Meia Praia,Itapema
577547502503396579,-27.137562,-48.592739,Meia Praia,Itapema
39685785,-27.13996,-48.59214,Meia Praia,Itapema
37708447,-27.14076,-48.59156,Meia Praia,Itapema
22245880,-27.1397,-48.59001,Meia Praia,Itapema
618943952389206201,-27.138018,-48.592251,Meia Praia,Itapema
37494985,-27.13876,-48.59011,Meia Praia,Itapema
40777141,-27.13705,-48.5931,Meia Praia,Itapema
32585103,-27.13984,-48.59174,Meia Praia,Itapema
45726200,-27.13741,-48.59297,Meia Praia,Itapema
38447436,-27.13797,-48.59189,Meia Praia,Itapema
47000276,-27.13907,-48.59049,Meia Praia,Itapema
16586622,-27.1383,-48.59238,Meia Praia,Itapema
29114516,-27.13829,-48.59105,Meia Praia,Itapema
32990586,-27.13829,-48.5921,Meia Praia,Itapema
51622696,-27.1388,-48.59196,Meia Praia,Itapema
12359589,-27.13615,-48.59313,Meia Praia,Itapema
53973724,-27.13859,-48.59143,Meia Praia,Itapema
565917175006296984,-27.14191,-48.59092,Meia Praia,Itapema
666688976538823328,-27.13818,-48.59317,Meia Praia,Itapema
719355891470345652,-27.13838,-48.5927,Meia Praia,Itapema
525472560929976068,-27.138884,-48.591633,Meia Praia,Itapema
766434463075683839,-27.14037,-48.5889,Meia Praia,Itapema
31115702,-27.13943,-48.59232,Meia Praia,Itapema
53154219,-27.1392,-48.59159,Meia Praia,Itapema
31616737,-27.14184,-48.58901,Meia Praia,Itapema
23496753,-27.13965,-48.59203,Meia Praia,Itapema
47091307,-27.14143,-48.59209,Meia Praia,Itapema
719470154524862442,-27.13751,-48.59285,Meia Praia,Itapema
626613268590041709,-27.138075,-48.59227,Meia Praia,Itapema
54370123,-27.14028,-48.5913,Meia Praia,Itapema
27508624,-27.14149,-48.59145,Meia Praia,Itapema
755661849786014442,-27.13794359541856,-48.59295613491821,Meia Praia,Itapema
754420952709094661,-27.13841,-48.59258,Meia Praia,Itapema
46511413,-27.14139,-48.59,Meia Praia,Itapema
12359560,-27.13953,-48.59034,Meia Praia,Itapema
45609917,-27.13781,-48.59252,Meia Praia,Itapema
751508894634281743,-27.14073,-48.59168,Meia Praia,Itapema
32486859,-27.14055,-48.59207,Meia Praia,Itapema
51177541,-27.1368,-48.59208,Meia Praia,Itapema
38262480,-27.14065,-48.59159,Meia Praia,Itapema
15754075,-27.13747,-48.59243,Meia Praia,Itapema
9784227,-27.13983,-48.59254,Meia Praia,Itapema
53280294,-27.138096,-48.592327,Meia Praia,Itapema
21280090,-27.13978,-48.59218,Meia Praia,Itapema
47179602,-27.13988,-48.59261,Meia Praia,Itapema
31505119,-27.13931,-48.59215,Meia Praia,Itapema
749106221633019238,-27.13943,-48.59102,Meia Praia,Itapema
51405106,-27.141209,-48.592384,Meia Praia,Itapema
53567582,-27.13881,-48.59217,Meia Praia,Itapema
53546501,-27.13698,-48.59175,Meia Praia,Itapema
43769569,-27.14119,-48.59052,Meia Praia,Itapema
45973790,-27.14006,-48.5906,Meia Praia,Itapema
40395028,-27.13722,-48.59201,Meia Praia,Itapema
53337464,-27.14161,-48.58837,Meia Praia,Itapema
48345277,-27.14013,-48.59243,Meia Praia,Itapema
755046728170332800,-27.139335478919623,-48.591992519795895,Meia Praia,Itapema
15500038,-27.14104,-48.59176,Meia Praia,Itapema
41051267,-27.13657,-48.59207,Meia Praia,Itapema
50373089,-27.139832,-48.591125,Meia Praia,Itapema
47441042,-27.14001,-48.59255,Meia Praia,Itapema
51998239,-27.14007,-48.59132,Meia Praia,Itapema
47809244,-27.14077,-48.5911,Meia Praia,Itapema
739240768798926064,-27.13702,-48.59268,Meia Praia,Itapema
35481220,-27.14031,-48.59228,Meia Praia,Itapema
47486746,-27.13912,-48.59255,Meia Praia,Itapema
51825638,-27.14132,-48.59172,Meia Praia,Itapema
734666537202650139,-27.14014433479212,-48.59058704227209,Meia Praia,Itapema
51869457,-27.13779,-48.59194,Meia Praia,Itapema
39109062,-27.13773,-48.593,Meia Praia,Itapema
705329280630368001,-27.14123,-48.59093,Meia Praia,Itapema
53682994,-27.14069,-48.59153,Meia Praia,Itapema
21077682,-27.14117,-48.59262,Meia Praia,Itapema
27022969,-27.13995,-48.59131,Meia Praia,Itapema
670223715850712114,-27.135,-48.59316,Meia Praia,Itapema
38980085,-27.14055,-48.59169,Meia Praia,Itapema
583440296151591216,-27.14187,-48.59092,Meia Praia,Itapema
45843768,-27.140945,-48.592369,Meia Praia,Itapema
31084280,-27.14103,-48.59174,Meia Praia,Itapema
39810809,-27.13961,-48.59206,Meia Praia,Itapema
36298189,-27.14001,-48.59315,Meia Praia,Itapema
698609052948535659,-27.14080072595368,-48.591978438198566,Meia Praia,Itapema
53075699,-27.13905,-48.59125,Meia Praia,Itapema
51822238,-27.14143,-48.59264,Meia Praia,Itapema
10982940,-27.14,-48.59169,Meia Praia,Itapema
761764584826945200,-27.140476,-48.592296,Meia Praia,Itapema
38450905,-27.13734,-48.59248,Meia Praia,Itapema
21547223,-27.13899,-48.59177,Meia Praia,Itapema
54145466,-27.14099,-48.59296,Meia Praia,Itapema
46407747,-27.14125,-48.59126,Meia Praia,Itapema
754533066182650940,-27.14067,-48.59205,Meia Praia,Itapema
30343788,-27.13965,-48.59308,Meia Praia,Itapema
54097010,-27.14182,-48.59067,Meia Praia,Itapema
552104897649888373,-27.13968,-48.59301,Meia Praia,Itapema
53774942,-27.13918,-48.5918,Meia Praia,Itapema
22162868,-27.09869,-48.61508,Centro,Itapema
15980018,-27.10151,-48.61466,Centro,Itapema
53007535,-27.09507,-48.61159,Centro,Itapema
53605382,-27.09658,-48.61303,Centro,Itapema
